id,sales_amt,qty,discount,profit_amt,order.order_id,order.ship_mode,order.order_status,order.order_purchase_date,order.order_approved_at,order.order_delivered_carrier_date,order.order_delivered_customer_date,order.order_estimated_delivery_date,order.customer.customer_id,order.customer.customer_name,order.customer.segment,order.customer.contact_number,order.customer.address.zip_code,order.customer.address.region,order.customer.address.country,order.customer.address.city,order.customer.address.state,order.vendor.VendorID,order.vendor.Vendor Name,product.product_id,product.product_name,product.colors,product.category,product.sub_category,product.date_added,product.manufacturer,product.sizes,product.upc,product.weight,product.product_photos_qty
4378,2001.86,7,0.0,580.5394,CA-2014-166954,Standard Class,delivered,2017-05-29 22:08:00,2017-05-29 22:22,2017-06-01 16:33,2017-06-06 15:38,2017-06-19,BT-11305,Beth Thompson,Home Office,+1 213-999-3459,10011,East,United States,new york city,new york,VEN03,Voyage Enterprises,FUR-CH-10004063,Global Deluxe High-Back Manager's Chair,Black,Furniture,Chairs,2015-11-16,Qianyuyu,null,null,499 g,2
7526,166.72,2,0.0,41.68,CA-2014-125731,Standard Class,delivered,2017-12-14 20:08:00,2017-12-14 20:48,2017-12-19 19:22,2018-01-03 19:19,2018-01-16,CL-12565,Clay Ludtke,Consumer,+1 582-282-9166,6708,East,United States,waterbury,connecticut,VEN04,Johnsons Logistics,OFF-ST-10002276,Safco Steel Mobile File Cart,Blue,Office Supplies,Storage,2016-02-21,null,null,800000000000,3.44 lbs,0
5460,47.88,6,0.0,23.94,CA-2017-116680,Second Class,delivered,2018-01-07 17:39:00,2018-01-07 17:46,2018-01-08 20:45,2018-01-11 14:44,2018-02-02,PK-19075,Pete Kriz,Consumer,+1 213-609-2584,80027,West,United States,louisville,colorado,VEN01,Velocity Logistics,OFF-PA-10004082,"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",Blue,Office Supplies,Paper,2016-03-30,null,null,null,null,3
6111,1503.25,5,0.0,496.0725,CA-2016-124590,Standard Class,delivered,2017-12-13 11:49:00,2017-12-13 11:56,2017-12-13 23:28,2017-12-20 20:59,2018-01-31,SP-20920,Susan Pistek,Consumer,+1 582-302-8658,10011,East,United States,new york city,new york,VEN02,Seaborne Ltd.,OFF-AP-10002945,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,Blue,Office Supplies,Appliances,2016-08-03,null,null,772000000000,null,2
9187,25.92,4,0.0,12.4416,CA-2017-156776,Standard Class,delivered,2018-07-21 08:04:00,2018-07-21 08:24,2018-07-23 11:58,2018-07-24 17:17,2018-07-31,JL-15505,Jeremy Lonsdale,Consumer,+1 231-506-4700,60090,Central,United States,wheeling,illinois,VEN03,Voyage Enterprises,OFF-PA-10000061,Xerox 205,Pink,Office Supplies,Paper,2015-11-16,Qianyuyu,null,null,499 g,0
6235,321.568,2,0.2,28.1372,US-2017-142188,Same Day,delivered,2017-06-05 00:11:00,2017-06-05 00:52,2017-06-06 09:15,2017-06-14 16:48,2017-06-29,JF-15415,Jennifer Ferguson,Consumer,+1 582-282-3984,7960,East,United States,morristown,new jersey,VEN03,Voyage Enterprises,FUR-CH-10002965,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",Blue,Furniture,Chairs,2017-01-24,null,null,71765001984,null,0
3828,7.61,1,0.0,3.5767,CA-2017-141733,Standard Class,delivered,2017-09-26 15:40:00,2017-09-26 15:56,2017-09-27 15:25,2017-10-04 20:05,2017-10-24,RW-19540,Rick Wilson,Corporate,+1 520-654-0944,92037,West,United States,san diego,california,VEN05,Seahawk Logistics,OFF-PA-10004569,"Wirebound Message Books, Two 4 1/4"" x 5"" Forms per Page",Blue,Office Supplies,Paper,2016-04-14,null,10,728000000000,null,0
8563,3347.37,13,0.0,636.0003,CA-2016-123540,Second Class,delivered,2018-01-03 22:13:00,2018-01-03 22:30,2018-01-08 20:24,2018-01-26 13:37,2018-01-26,DJ-13420,Denny Joy,Corporate,+1 310-887-1664,22153,South,United States,springfield,virginia,VEN03,Voyage Enterprises,TEC-AC-10003832,Logitech P710e Mobile Speakerphone,Blue,Technology,Accessories,2017-01-17,Karen Scott,"8.5,10,9.5",887000000000,null,3
2190,80.58,6,0.0,22.5624,CA-2017-143063,Standard Class,delivered,2017-08-20 19:40:00,2017-08-21 20:25,2017-08-23 19:41,2017-08-28 19:37,2017-09-15,IL-15100,Ivan Liston,Consumer,+1 582-583-2496,19120,East,United States,philadelphia,pennsylvania,VEN05,Seahawk Logistics,OFF-ST-10001228,"Fellowes Personal Hanging Folder Files, Navy",Blue,Office Supplies,Storage,2017-01-27,Nina,"10,5.5,8.5,9.5,9,8",93412457579,null,3
5764,361.92,4,0.0,162.864,CA-2015-162047,First Class,delivered,2017-01-19 10:33:00,2017-01-19 10:41,2017-01-20 13:57,2017-01-26 13:05,2017-03-01,FH-14365,Fred Hopkins,Corporate,+1 414-734-9649,10035,East,United States,new york city,new york,VEN01,Velocity Logistics,OFF-EN-10003296,Tyvek Side-Opening Peel & Seel Expanding Envelopes,Blue,Office Supplies,Envelopes,2015-12-30,null,null,null,null,2
2756,12.132,9,0.6,-8.4924,CA-2015-155306,Standard Class,delivered,2018-07-24 16:45:00,2018-07-25 16:45,2018-07-27 14:22,2018-08-02 17:28,2018-08-10,GA-14515,George Ashbrook,Consumer,+1 326-826-8959,10024,East,United States,new york city,new york,VEN02,Seaborne Ltd.,FUR-FU-10002505,Eldon 100 Class Desk Accessories,Black,Furniture,Furnishings,2016-03-09,null,null,null,null,0
3591,82.368,2,0.2,-19.5624,CA-2017-146535,Standard Class,delivered,2017-12-04 19:37:00,2017-12-06 09:56,2017-12-08 15:13,2017-12-16 00:17,2017-12-27,FM-14290,Frank Merwin,Home Office,+1 217-810-4874,39401,South,United States,hattiesburg,mississippi,VEN05,Seahawk Logistics,OFF-ST-10004804,"Belkin 19"" Vented Equipment Shelf, Black",Blue,Office Supplies,Storage,2016-01-02,null,null,null,null,3
1812,53.92,5,0.2,4.044,CA-2014-132612,Second Class,delivered,2017-05-02 22:19:00,2017-05-03 11:33,2017-05-12 10:22,2017-05-18 11:07,2017-05-26,FO-14305,Frank Olsen,Consumer,+1 582-262-4060,19134,East,United States,philadelphia,pennsylvania,VEN01,Velocity Logistics,OFF-ST-10001590,"Tenex Personal Project File with Scoop Front Design, Black",Blue,Office Supplies,Storage,2016-11-01,PleaserUSA,null,885000000000,null,2
1834,647.904,6,0.2,56.6916,CA-2017-162691,Standard Class,delivered,2018-03-29 17:48:00,2018-03-29 18:08,2018-04-02 18:05,2018-04-06 21:48,2018-04-20,AS-10045,Aaron Smayling,Corporate,+1 582-333-7413,98006,West,United States,bellevue,washington,VEN01,Velocity Logistics,TEC-PH-10001580,Logitech Mobile Speakerphone P710e - speaker phone,Blue,Technology,Phones,2017-01-27,J/Slides,"10,8.5,7,6.5,7.5,9,8",439000000000,null,0
1987,20.37,3,0.0,6.9258,CA-2016-147417,First Class,delivered,2018-07-13 13:01:00,2018-07-13 13:10,2018-07-17 13:35,2018-07-23 23:04,2018-08-17,CB-12415,Christy Brittain,Consumer,+1 208-328-4439,19140,East,United States,philadelphia,pennsylvania,VEN05,Seahawk Logistics,TEC-AC-10000290,Sabrent 4-Port USB 2.0 Hub,Blue,Technology,Accessories,2016-03-11,null,null,null,null,0
6201,221.55,3,0.0,6.6465,CA-2015-146675,Standard Class,delivered,2017-03-19 17:06:00,2017-03-19 17:06,2017-03-27 11:42,2017-03-31 10:45,2017-04-25,SB-20185,Sarah Brown,Consumer,+1 571-314-5331,91776,West,United States,san gabriel,california,VEN04,Johnsons Logistics,OFF-ST-10002790,Safco Industrial Shelving,Blue,Office Supplies,Storage,2017-01-12,Servus,null,86189007344,null,5
8925,17.52,5,0.2,6.132,CA-2016-168032,Standard Class,delivered,2018-07-08 19:40:00,2018-07-08 19:50,2018-07-09 15:32,2018-07-11 21:18,2018-07-25,DF-13135,David Flashing,Consumer,+1 517-987-7676,33142,South,United States,miami,florida,VEN04,Johnsons Logistics,OFF-BI-10003460,Acco 3-Hole Punch,Blue,Office Supplies,Binders,2016-05-11,null,null,null,null,0
1831,1.624,2,0.8,-4.466,CA-2017-145884,Same Day,delivered,2018-01-10 13:33:00,2018-01-12 02:35,2018-01-13 01:21,2018-02-01 18:32,2018-02-14,SL-20155,Sara Luxemburg,Home Office,05823336603,53209,Central,United States,milwaukee,wisconsin,VEN04,Johnsons Logistics,OFF-AP-10002203,Eureka Disposable Bags for Sanitaire Vibra Groomer I Upright Vac,Pink,Office Supplies,Appliances,2016-03-03,null,8,887000000000,null,0
9198,3059.982,3,0.4,-509.997,CA-2014-103310,Standard Class,delivered,2018-01-19 15:41:00,2018-01-19 15:56,2018-01-22 23:56,2018-01-30 14:37,2018-02-14,GM-14680,Greg Matthias,Consumer,+1 203-395-7589,94521,West,United States,concord,california,VEN05,Seahawk Logistics,TEC-MA-10000822,Lexmark MX611dhe Monochrome Laser Printer,Black,Technology,Machines,2016-03-26,null,null,null,null,0
3940,2519.958,7,0.4,-251.9958,US-2016-143448,Same Day,delivered,2018-05-10 13:49:00,2018-05-12 03:35,2018-05-18 17:20,2018-05-24 14:42,2018-05-29,MH-17455,Mark Hamilton,Consumer,+1 803-468-8376,33178,South,United States,miami,florida,VEN02,Seaborne Ltd.,TEC-MA-10003353,Xerox WorkCentre 6505DN Laser Multifunction Printer,Pink,Technology,Machines,2016-08-29,PUMA,null,888000000000,null,2
3481,328.224,4,0.2,28.7196,CA-2016-131289,Standard Class,delivered,2018-02-21 21:01:00,2018-02-21 21:10,2018-02-24 17:51,2018-03-05 10:51,2018-03-16,SP-20620,Stefania Perrino,Corporate,+1 505-644-2779,23666,South,United States,hampton,virginia,VEN01,Velocity Logistics,TEC-PH-10001433,Cisco Small Business SPA 502G VoIP phone,Pink,Technology,Phones,2016-01-02,null,null,null,null,0
6640,79.9,2,0.0,35.156,CA-2014-108609,Second Class,delivered,2017-12-10 14:05:00,2017-12-10 14:14,2017-12-11 19:58,2017-12-22 16:07,2018-01-12,AJ-10780,Anthony Jacobs,Corporate,+1 325-822-8117,42420,South,United States,henderson,kentucky,VEN02,Seaborne Ltd.,TEC-AC-10004469,Microsoft Sculpt Comfort Mouse,Pink,Technology,Accessories,2017-01-27,Static Footwear,null,728000000000,null,0
7453,14.016,3,0.2,4.7304,CA-2017-105669,Second Class,delivered,2018-03-24 13:13:00,2018-03-26 19:27,2018-03-29 22:36,2018-04-14 01:52,2018-04-24,SJ-20125,Sanjit Jacobs,Home Office,05056899045,37167,South,United States,smyrna,tennessee,VEN02,Seaborne Ltd.,OFF-AR-10003602,"Quartet Omega Colored Chalk, 12/Pack",Pink,Office Supplies,Art,2016-03-04,null,10,887000000000,null,0
3427,7.56,6,0.0,0.3024,CA-2015-153381,Standard Class,delivered,2018-03-08 10:47:00,2018-03-09 02:31,2018-03-09 17:11,2018-03-20 17:03,2018-03-27,DE-13255,Deanra Eno,Home Office,+1 432-257-2867,98105,West,United States,seattle,washington,VEN05,Seahawk Logistics,OFF-FA-10003472,Bagged Rubber Bands,Pink,Office Supplies,Fasteners,2016-03-30,null,null,null,null,0
2559,37.208,1,0.2,-7.4416,CA-2015-147788,Standard Class,delivered,2018-01-12 16:19:00,2018-01-12 16:29,2018-01-17 18:32,2018-01-23 22:17,2018-02-09,TM-21010,Tamara Manning,Consumer,+1 505-242-2919,10009,East,United States,new york city,new york,VEN03,Voyage Enterprises,OFF-ST-10004180,Safco Commercial Shelving,Pink,Office Supplies,Storage,2016-11-02,Toms,null,890000000000,null,0
6918,57.576,3,0.2,21.591,CA-2014-124247,Standard Class,delivered,2017-06-29 12:46:00,2017-06-29 13:04,2017-06-30 15:27,2017-07-08 14:22,2017-07-28,SH-20635,Stefanie Holloman,Corporate,+1 217-831-2851,11572,East,United States,oceanside,new york,VEN03,Voyage Enterprises,OFF-EN-10004386,"Recycled Interoffice Envelopes with String and Button Closure, 10 x 13",Pink,Office Supplies,Envelopes,2016-11-06,Puma,"8.5,7,7.5,9,8,13,12,10.5,10,9.5,11.5,14,11",889000000000,null,0
9760,725.84,4,0.0,210.4936,CA-2016-146913,Standard Class,delivered,2017-07-14 01:30:00,2017-07-14 01:43,2017-07-14 17:51,2017-07-26 00:39,2017-08-07,SF-20965,Sylvia Foulston,Corporate,+1 582-333-0894,77036,Central,United States,houston,texas,VEN04,Johnsons Logistics,OFF-ST-10003208,Adjustable Depth Letter/Legal Cart,Pink,Office Supplies,Storage,2016-03-04,null,11,887000000000,null,13
7521,209.93,7,0.0,92.3692,US-2017-167920,Second Class,delivered,2018-07-24 10:28:00,2018-07-25 10:25,2018-07-26 11:58,2018-08-02 17:44,2018-08-14,JL-15835,John Lee,Consumer,+1 512-926-2841,90301,West,United States,inglewood,california,VEN03,Voyage Enterprises,TEC-AC-10003628,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,Pink,Technology,Accessories,2016-09-27,Deluxe Comfort,null,886000000000,null,5
2573,5.28,3,0.0,2.3232,CA-2016-155845,Second Class,delivered,2018-02-22 02:49:00,2018-02-23 14:15,2018-02-27 16:59,2018-03-08 16:11,2018-03-26,CM-12235,Chris McAfee,Consumer,+1 405-986-8731,19134,East,United States,philadelphia,pennsylvania,VEN01,Velocity Logistics,FUR-FU-10003274,Regeneration Desk Collection,Pink,Furniture,Furnishings,2016-11-07,Morris Costumes,Large,715000000000,null,0
815,10.92,3,0.2,4.095,CA-2017-143686,Same Day,delivered,2017-06-23 10:53:00,2017-06-23 11:05,2017-06-27 16:32,2017-07-04 10:47,2017-07-14,PJ-19015,Pauline Johnson,Consumer,+1 220-886-9813,61604,Central,United States,peoria,illinois,VEN04,Johnsons Logistics,OFF-BI-10002557,Presstex Flexible Ring Binders,Pink,Office Supplies,Binders,2015-12-01,null,null,null,null,0
2299,8.82,2,0.0,4.0572,CA-2015-113145,Standard Class,delivered,2017-02-24 17:04:00,2017-02-24 17:15,2017-03-15 09:55,2017-03-20 08:38,2017-03-22,VD-21670,Valerie Dominguez,Consumer,+1 582-333-3880,79907,Central,United States,el paso,texas,VEN04,Johnsons Logistics,OFF-PA-10002615,"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",Pink,Office Supplies,Paper,2016-01-02,null,null,null,null,1
5796,5.98,1,0.0,1.5548,CA-2014-124856,Second Class,delivered,2018-07-18 15:44:00,2018-07-18 15:55,2018-07-19 14:15,2018-07-25 17:19,2018-08-08,LD-17005,Lisa DeCherney,Consumer,+1 309-953-7214,49201,Central,United States,jackson,michigan,VEN05,Seahawk Logistics,OFF-AR-10001427,Newell 330,Blue,Office Supplies,Art,2016-01-02,null,null,null,null,0
1977,11.648,2,0.2,4.0768,CA-2014-110408,Second Class,delivered,2017-06-08 10:49:00,2017-06-10 02:55,2017-06-12 09:00,2017-06-23 12:11,2017-07-07,AS-10225,Alan Schoenberger,Corporate,+1 304-788-9168,37087,South,United States,lebanon,tennessee,VEN05,Seahawk Logistics,OFF-PA-10000673,"Post-it “Important Message” Note Pad, Neon Colors, 50 Sheets/Pad",Blue,Office Supplies,Paper,2017-01-24,capezio,7M,886000000000,null,1
1023,18.176,4,0.2,5.9072,CA-2015-124450,Standard Class,delivered,2018-05-04 18:57:00,2018-05-05 15:35,2018-05-07 14:18,2018-05-14 23:42,2018-06-14,GT-14710,Greg Tran,Consumer,+1 582-333-5365,78745,Central,United States,austin,texas,VEN05,Seahawk Logistics,OFF-PA-10004470,"Adams Write n' Stick Phone Message Book, 11"" X 5 1/4"", 200 Messages",Black,Office Supplies,Paper,2016-09-25,GBX,"7,9.5",727000000000,null,0
8209,59.712,6,0.2,5.9712,CA-2015-141565,Standard Class,delivered,2017-10-30 22:06:00,2017-10-31 10:28,2017-10-31 17:47,2017-11-06 21:06,2017-11-16,BG-11035,Barry Gonzalez,Consumer,+1 309-992-9173,77340,Central,United States,huntsville,texas,VEN03,Voyage Enterprises,OFF-ST-10000876,Eldon Simplefile Box Office,Black,Office Supplies,Storage,2016-11-01,ROCK & CANDY,"10,11,6,6.5,7,7.5,8,8.5,9,9.5",888000000000,null,0
8633,24.84,3,0.2,8.694,CA-2016-107783,First Class,delivered,2017-11-23 08:35:00,2017-11-23 08:48,2017-11-27 18:14,2018-01-03 14:36,2017-12-14,OT-18730,Olvera Toch,Consumer,+1 308-984-2985,55044,Central,United States,lakeville,minnesota,VEN03,Voyage Enterprises,OFF-LA-10002043,Avery 489,Blue,Office Supplies,Labels,2016-03-30,null,null,null,null,0
5162,2.08,5,0.8,-3.432,CA-2014-111192,Standard Class,delivered,2017-04-14 11:42:00,2017-04-14 11:50,2017-04-18 14:51,2017-04-27 16:31,2017-05-12,TS-21430,Tom Stivers,Corporate,+1 505-664-6537,93010,West,United States,camarillo,california,VEN05,Seahawk Logistics,OFF-BI-10004967,Round Ring Binders,Blue,Office Supplies,Binders,2016-03-09,null,22,null,null,2
793,1114.4,7,0.2,376.11,CA-2016-105256,Same Day,delivered,2018-08-15 10:31:00,2018-08-15 10:55,2018-08-20 14:25,2018-08-21 14:38,2018-08-23,JK-15730,Joe Kamberova,Consumer,+1 582-282-8324,94110,West,United States,san francisco,california,VEN01,Velocity Logistics,TEC-PH-10001760,Bose SoundLink Bluetooth Speaker,Blue,Technology,Phones,2016-11-15,Honeywell,null,null,null,3
1047,1038.84,5,0.2,51.942,CA-2016-169103,Standard Class,delivered,2018-02-21 06:20:00,2018-02-21 07:15,2018-02-21 22:42,2018-02-24 16:55,2018-03-07,ZC-21910,Zuschuss Carroll,Consumer,+1 505-644-9222,92683,West,United States,westminster,california,VEN02,Seaborne Ltd.,FUR-TA-10002903,"Bevis Round Bullnose 29"" High Table Top",Blue,Furniture,Tables,2015-11-16,null,null,null,null,0
6765,141.76,5,0.2,47.844,CA-2016-144764,Standard Class,delivered,2018-01-08 20:49:00,2018-01-10 10:31,2018-01-11 18:27,2018-02-07 20:38,2018-02-01,RL-19615,Rob Lucas,Consumer,+1 216-829-8996,43229,East,United States,columbus,ohio,VEN03,Voyage Enterprises,OFF-PA-10000474,Easy-staple paper,Pink,Office Supplies,Paper,2016-03-23,null,null,888000000000,null,0
3800,239.8,5,0.2,47.96,CA-2017-147760,First Class,delivered,2017-08-15 22:52:00,2017-08-16 02:05,2017-08-23 19:06,2017-08-25 23:08,2017-09-13,KL-16555,Kelly Lampkin,Corporate,+1 582-300-4447,94109,West,United States,san francisco,california,VEN04,Johnsons Logistics,TEC-AC-10001956,Microsoft Arc Touch Mouse,Pink,Technology,Accessories,2017-01-20,null,null,889000000000,null,0
5056,31.104,6,0.2,10.8864,CA-2015-141243,Second Class,delivered,2018-03-06 16:03:00,2018-03-06 16:41,2018-03-08 18:58,2018-04-09 16:36,2018-04-03,AH-10465,Amy Hunt,Consumer,312-634-8792,98198,West,United States,des moines,washington,VEN03,Voyage Enterprises,OFF-PA-10004100,Xerox 216,Pink,Office Supplies,Paper,2016-05-06,null,null,null,null,5
7649,254.058,7,0.7,-169.372,CA-2016-138968,First Class,delivered,2018-06-05 13:24:00,2018-06-05 14:31,2018-06-06 12:29,2018-06-15 17:36,2018-06-29,FC-14335,Fred Chung,Corporate,+1 582-333-3349,77070,Central,United States,houston,texas,VEN05,Seahawk Logistics,OFF-BI-10000778,GBC VeloBinder Electric Binding Machine,Blue,Office Supplies,Binders,2016-03-16,null,9,605000000000,null,0
7194,194.528,2,0.2,24.316,CA-2016-110492,First Class,delivered,2018-07-31 13:23:00,2018-07-31 14:31,2018-08-10 14:13,2018-08-16 15:33,2018-08-20,JS-15880,John Stevenson,Consumer,+1 559-872-0000,12180,East,United States,troy,new york,VEN03,Voyage Enterprises,OFF-AP-10002684,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",Blue,Office Supplies,Appliances,2017-01-17,null,7,826000000000,null,0
9399,961.48,5,0.2,-204.3145,CA-2014-125997,First Class,delivered,2017-06-18 17:55:00,2017-06-21 10:25,2017-06-21 14:10,2017-07-06 16:13,2017-07-11,MW-18220,Mitch Webber,Consumer,+1 207-251-9608,78207,Central,United States,san antonio,texas,VEN04,Johnsons Logistics,OFF-SU-10000646,Premier Automatic Letter Opener,Pink,Office Supplies,Supplies,2016-03-12,null,null,884000000000,null,0
2603,19.096,7,0.2,6.6836,CA-2016-165848,Same Day,delivered,2018-03-15 08:07:00,2018-03-15 08:29,2018-03-16 02:38,2018-03-20 18:12,2018-03-27,EN-13780,Edward Nazzal,Consumer,+1 208-856-1706,80525,West,United States,fort collins,colorado,VEN01,Velocity Logistics,OFF-FA-10002983,Advantus SlideClip Paper Clips,Pink,Office Supplies,Fasteners,2015-12-02,null,null,null,null,0
2540,18.496,8,0.2,6.2424,CA-2015-113404,Same Day,delivered,2017-11-15 22:30:00,2017-11-15 22:46,2017-11-16 22:18,2017-11-28 19:26,2017-12-08,EM-13810,Eleni McCrary,Corporate,+1 505-644-5307,19140,East,United States,philadelphia,pennsylvania,VEN05,Seahawk Logistics,OFF-LA-10004689,Avery 512,Blue,Office Supplies,Labels,2016-01-22,null,null,null,null,0
4520,255.984,2,0.2,54.3966,CA-2017-107167,Standard Class,delivered,2017-10-16 20:22:00,2017-10-16 20:35,2017-10-21 12:42,2017-11-14 16:04,2017-11-03,ND-18460,Neil Ducich,Corporate,+1 505-217-0707,68104,Central,United States,omaha,nebraska,VEN01,Velocity Logistics,TEC-AC-10002001,Logitech Wireless Gaming Headset G930,Blue,Technology,Accessories,2017-01-12,Lugz,null,737000000000,null,3
6049,86.97,3,0.5,-48.7032,CA-2015-105571,Standard Class,delivered,2018-08-07 10:19:00,2018-08-07 10:35,2018-08-13 15:25,2018-08-16 21:12,2018-08-23,CP-12340,Christine Phan,Corporate,+1 582-333-2292,10011,East,United States,new york city,new york,VEN04,Johnsons Logistics,FUR-BO-10004709,"Bush Westfield Collection Bookcases, Medium Cherry Finish",Blue,Furniture,Bookcases,2015-11-16,null,null,810000000000,null,2
413,300.416,8,0.2,78.8592,CA-2017-117457,Standard Class,delivered,2018-08-10 13:22:00,2018-08-10 13:35,2018-08-10 14:08,2018-08-22 22:32,2018-09-17,KH-16510,Keith Herrera,Consumer,+1 203-457-8420,33180,South,United States,miami,florida,VEN04,Johnsons Logistics,FUR-FU-10004091,"Howard Miller 13"" Diameter Goldtone Round Wall Clock",Blue,Furniture,Furnishings,2016-03-30,null,null,888000000000,null,4
7388,230.352,3,0.2,20.1558,CA-2016-105732,Standard Class,delivered,2017-07-23 21:26:00,2017-07-23 21:42,2017-07-24 13:04,2017-08-08 19:22,2017-08-21,AG-10270,Alejandro Grove,Consumer,423-923-8605,19013,East,United States,chester,pennsylvania,VEN04,Johnsons Logistics,FUR-CH-10001891,Global Deluxe Office Fabric Chairs,Blue,Furniture,Chairs,2016-10-05,Stetson,null,52356289363,null,0
558,218.352,3,0.2,-24.5646,CA-2016-113243,Standard Class,delivered,2018-06-11 11:35:00,2018-06-11 11:55,2018-06-11 15:57,2018-06-14 11:43,2018-07-13,OT-18730,Olvera Toch,Consumer,+1 308-984-2985,55044,Central,United States,lakeville,minnesota,VEN04,Johnsons Logistics,FUR-FU-10002918,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,Blue,Furniture,Furnishings,2017-01-12,VANS,null,190000000000,null,0
4459,78.6,5,0.7,-62.88,CA-2017-105851,Standard Class,delivered,2018-04-15 21:26:00,2018-04-15 21:49,2018-04-17 22:06,2018-04-18 22:16,2018-05-03,SE-20110,Sanjit Engle,Consumer,+1 207-298-2592,43055,East,United States,newark,ohio,VEN04,Johnsons Logistics,OFF-BI-10004593,Ibico Laser Imprintable Binding System Covers,Pink,Office Supplies,Binders,2017-01-27,Converse,null,889000000000,null,0
2674,27.552,3,0.2,9.2988,CA-2014-126403,Second Class,delivered,2017-03-03 18:23:00,2017-03-04 02:24,2017-03-06 08:43,2017-03-14 10:19,2017-03-24,RR-19525,Rick Reed,Corporate,+1 582-333-8413,98026,West,United States,edmonds,washington,VEN02,Seaborne Ltd.,OFF-FA-10004854,"Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box",Black,Office Supplies,Fasteners,2017-01-12,USA Dawgs,null,879000000000,null,0
4938,32.4,5,0.0,15.552,CA-2014-157147,Standard Class,delivered,2017-11-09 16:05:00,2017-11-09 16:26,2017-11-14 21:59,2017-11-21 18:47,2017-12-05,BD-11605,Brian Dahlen,Consumer,582-262-5285,94122,West,United States,san francisco,calfornia,VEN01,Velocity Logistics,OFF-PA-10002105,Xerox 223,Black,Office Supplies,Paper,2016-01-01,null,null,null,null,0
5560,1082.48,8,0.0,10.8248,US-2015-114741,Standard Class,delivered,2017-11-25 17:23:00,2017-11-27 17:21,2017-12-04 20:09,2017-12-07 14:47,2017-12-26,IL-15100,Ivan Liston,Consumer,+1 582-583-2496,19120,East,United States,philadelphia,pennsylvania,VEN02,Seaborne Ltd.,OFF-ST-10002756,"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand",Black,Office Supplies,Storage,2016-01-01,null,null,null,null,0
4988,56.91,3,0.0,27.3168,CA-2016-149279,Standard Class,delivered,2017-11-26 23:04:00,2017-11-28 03:32,2017-11-28 20:18,2017-12-18 17:51,2017-12-19,CL-12700,Craig Leslie,Home Office,+1 215-565-4262,23223,South,United States,richmond,virginia,VEN05,Seahawk Logistics,OFF-PA-10004243,Xerox 1939,Black,Office Supplies,Paper,2016-06-20,null,12,883000000000,null,0
5639,77.6,4,0.0,38.024,CA-2014-154893,Standard Class,delivered,2018-03-18 17:31:00,2018-03-18 17:50,2018-03-19 15:26,2018-04-03 22:26,2018-04-19,GM-14440,Gary McGarr,Consumer,+1 210-916-5004,90004,West,United States,los angeles,california,VEN01,Velocity Logistics,FUR-FU-10001861,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",Black,Furniture,Furnishings,2016-02-19,null,null,null,null,0
8010,14.28,1,0.0,6.5688,CA-2015-110863,Standard Class,delivered,2018-04-01 10:46:00,2018-04-01 11:30,2018-04-03 19:47,2018-04-06 20:47,2018-04-19,AA-10645,Anna Andreadi,Consumer,582-282-8675,78664,Central,United States,round rock,texas,VEN02,Seaborne Ltd.,OFF-BI-10002706,Avery Premier Heavy-Duty Binder with Round Locking Rings,Blue,Office Supplies,Binders,2016-10-28,Lauren Ralph Lauren,null,890000000000,null,5
1181,219.075,3,0.5,-131.445,CA-2014-128146,Standard Class,delivered,2018-04-26 18:31:00,2018-04-28 02:51,2018-04-30 13:48,2018-05-07 21:18,2018-05-24,DB-13060,Dave Brooks,Consumer,+1 505-691-4998,94122,West,United States,san francisco,california,VEN02,Seaborne Ltd.,FUR-TA-10002533,BPI Conference Tables,Blue,Furniture,Tables,2016-03-22,null,9,888000000000,null,0
2478,26.8,2,0.0,12.864,CA-2017-102750,Second Class,delivered,2017-02-24 16:14:00,2017-02-25 02:22,2017-03-01 18:07,2017-03-07 12:17,2017-03-21,GM-14695,Greg Maxwell,Corporate,+1 430-843-9872,98103,West,United States,seattle,washington,VEN02,Seaborne Ltd.,FUR-FU-10002671,Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp,Blue,Furniture,Furnishings,2015-11-16,null,null,681000000000,null,0
5517,9.84,3,0.0,2.8536,US-2016-138408,Second Class,delivered,2018-03-22 16:59:00,2018-03-22 17:10,2018-04-02 13:05,2018-04-10 18:44,2018-04-04,KC-16255,Karen Carlisle,Corporate,+1 248-949-8892,90004,West,United States,los angeles,california,VEN04,Johnsons Logistics,OFF-AR-10003651,Newell 350,Blue,Office Supplies,Art,2016-10-05,Warson Brands,"10,10 M,10.5,10.5 M,11,11 M,11.5,11.5 M,12,13,13 M,7 M,7.5 M,8.5,9,9.5,9.5 M",691000000000,null,0
